"review","sentiment"
"Though predictable and contrived, not a bad movie. It entertains, which is all Van Damme hopes to do. The omnipresent ""twin"" device is again used (as in a large number of Van Damme's movies) but it is not bothersome except to long time fans. Natasha is gorgeous and worth watching. Action is decent, nothing spectacular for Van Damme but exciting. I can recommend to Van Damme fans and even to those who aren't but don't mind an action film with a good looking lead couple. The Russian Mob is a nice concept and topical for the day. Clearly, not his best film but by no means his worst.","negative"
"Ok, so it's an adult movie. But it really is very tastefully done. It's obvious that the producers spent a lot of time and money into making a classy sort of movie. I was pleasantly surprised at just how good it was. Even the acting was fairly decent. The plot was more solid than most adult films I've seen. The camera work was above average. It's just a good flick!!","positive"
"The interaction between Portman and Sarandon was quite interesting, and I was really sold on the mother-daughter relationship. It is a family story that isn't dulled down by frills and special effects; a story of how it really is. I couldn't help but give of a sigh at the end of this movie for alas it is a well told bittersweet tale of growing up and relating with family and friends. The acting was quite exquisite and I hope we'll be seeing both Portman and Sarandon in familiar roles down the road...","positive"
"As a Czech I am very pleased when I read these comments here. I am absolutely sure that this film is great. And what you maybe don't know is that story was specially written for Mr. Brodský. The man you can see is him and his typical attitude - to live and to resist death. He was one of great actors and we are very lucky that we he has made so many beautiful films during his life. You are lucky you could see at least one of them. Enjoy.","positive"
"Ah, here it is! A movie, which is said by people to remind me of the epic ""Trainspotting"". OUCH, was I a fool to believe that, and OUCH, how my buttocks hurt after having forced myself to watch this c**p from beginning to end. After the first 10-15 minutes I just wanted it all to end, or at least they could've put some nudity or action or cool acid house music into it to make it worth the time... But no, when I was through with it, i put it into my CD shelf and I hope I will never have to pick it out again just to show it to some friend who is so anxious to see it that he/she don't want to listen to my warnings.","negative"
"I don't know who could find fault with a simply human and funny film like this with lots of delights for your heart. I enjoyed each minute of it and guessed the ending half way through the movie -- but that did not disappoint me at all. It will not only touch your heart but it's such a good family friendly film--we need many more like these!","positive"
"Yes it was a little low budget, but this movie shows love! The only bad things about it was that you can tell the budget on this film would not compare to ""Waterworld"" and though the plot was good, the film never really tapped into it's full potential! Strong performances from everyone and the suspense makes it worthwhile to watch on a rainy night.","positive"
"On the scale of 1 to 10, I gave this a 4. I thought the film was not very good, with too much violence and not one character to like.<br /><br />On an erotic scale, I give this a 6. Many of the sex scenes were tinged with an underlying ugliness. I always enjoy nudity, and Nancy Travis and Faye Grant come through, but the sex scenes were more humiliating than erotic.","negative"
"A confusing, senseless script with plot holes the size of the Eiffell Tower. Terrible acting by all involved - no exception! Laughable and cheesy dialogue. Lame attempts at humor and romance. Extremely cheap special effects. All this makes for a giant mess of a film, you'd best avoid.","negative"
"Bad Movie - saw it at the TIFF and the movie gives me a sense of 'been there done that' - it reminds me alot of the movie Blow - expect the Blow was actually interesting.<br /><br />This one story told two ways and both times it is not told that well.<br /><br />","negative"
"I rented this thinking it would be pretty good just by the cover of the movie case. Judge and Jury started out pretty good killer chasing the man who killed his wife on a bike with a cool gun, but this movie got progressively stupider as it went on. David Keith is awesome actor especially when he plays a role like this too bad the movie was a piece of crap it really wasted his talent. Judge and Jury was well plain dumb I gave it a 3 should have gave it a 2, I gave it an extra star just because David Keith's gun was cool.","negative"
"Nicole Kidman is a wonderful actress and here she's great. I really liked Ben Chaplin in The Thin Red Line and he is very good here too. This is not Great Cinema but I was most entertained. Given most films these days this is High Praise indeed.","positive"
"An extremely powerful film that certainly isn't appreciated enough. It's impossible to describe the experience of watching it. The recent UK television adaptation was shameful - too ordinary and bland. This original manages to imprint itself in your memory.","positive"
"Horrible movie. This movie beat out revenge of the living zombies for the WORST movie I have ever suffered through. What the !@$% were the morons who made this film thinking. Was it supposed to be scary. Because man let me tall you it wasn't. It was so dumb it wasn't funny. We all know that tropical islands are the natural hunting grounds for killer snowmen. And those stupid baby snowballs. Stupid Stupid Stupid Stupid Stupid Stupid Stupid Stupid. Fake snow and lousy actors. OH and frost looks nothing like he does on the box. DO NOT WASTE YOUR TIME. REnt it and destroy it.","negative"
"I don't normally go out of my way to watch romantic comedy, and maybe I will in the future after seeing Return to Me. The plot was simple and no secret after the publicity. You don't have to be Einstein to guess what will happen after the first 15 minutes. What you can do is relax and let the cast take you into a world where the ""chemistry"" abounds and the good guys win and you can just laugh and have a good time. I LOVE this movie....and have the DVD on order!","positive"
"You can do a lot with a little cash. Blair Witch proved that. This film supports it. It is no more than a sitcom in length and complexity. However, because it has John Cleese as Sherlock Holmes it manages to be hilarious even on a budget that couldn't afford a shoestring. The highlight of this film is Arthur Lowe as the sincere, bumbling Watson, his dimness and slowness foils Cleese's quick-tempered wit. If you ever run across the film watch it for a quirky laugh or two.","positive"
"This movie was horrible and corny. James Agee is rolling in his grave.This movie was nothing at all like the book and made a mockery of it. No one should see this movie unless they want to gag.","negative"
"More exciting than the Wesley Snipes film, and with better characters, too. The last vampire hunter must save Los Angeles from a coven of vampires out to conquer the city, aided by a tabloid journalist. Lost of fun... and the names of the characters are great!","positive"
"With a well thought out cast, this movie was a great comedic relief. The plot is well-written and the cast was knockout. Every bit as good as the reviews suggested (a rarity) and was highly entertaining. Being a huge John Candy fan myself, this movie was no disappointment.","positive"
"If Bob Ludlum was to see this mini series, he would have cried. This was complete waste of time and money. I have read the book and even though movies are not exactly what the book may be, CBS wasted time and money on this and it is embarrassing to claim that this was Ludlum's work.<br /><br />May be the creator should check out the Bourne Identity with Richard Chamberlain and see how good that TV series was.<br /><br />Poor Mira, Blair, Anjelica and Colm, why did they sign to stoop this low?<br /><br />Horrible!!","negative"
"Andrew McCarthy played the role of an atheist very well. I liked the plot of the movie. It gave something to think about other than a comedy. It had a very twisted mind and a good cop versus God. A very well used plot line.","positive"
"If movies where virtual reality characters come to life and they are all either male tough guys or female eye candy sounds good to you, then perhaps this movie may not be a total waste of film. Needless to say, the overwhelming majority of people will find this to be an absolute bore, with little acting talent, and even less of a script. Yes, Athena Massey is nice to look at, but that is the only positive thing that I can say about this disaster.","negative"
"That's right, you heard me. I am a huge fan of James Patterson. I own 10 of his books, and I have read the entire series about Lindsey Boxer. In my opinion, the screenwriter should be shot. <br /><br />What right did any film maker have to slaughter a terrific work of fiction and make it into a mockery of the mystery genre? If I ever thought that Harry Potter was butchered, then Michael O'Hara has proved me wrong. <br /><br />I can only pray that the next screenwriter who tackles this fabulous book will do it a great deal more justice. To Michael O'Hara and Russell Mulcahy: don't quit your day job.","negative"
"Although the movie was only so so the closed captioning was by far the best I have ever seen! Most of the time the spelling is terrible and the captioning out of sync. I use the closed captioning even though I can hear well but find a lot of actors mumble. Also many times the sound track overrides the dialogue. Thanks!","negative"
"A horror picture set ultimately to parody but still in it's play out could scare a few of those that are frailed nerved or easily disgusted when they see whats under their skin. I laughed at it though. It was easy to decipher the true killer and his acting didn't help. This only led to Potente looking even better. Anatomie is not much of a horror picture for those foreign of the genre but those contained should get a few unintentional laughs and an interesting peak at German horror cinema. 6/10","positive"
"I sat through almost one episode of this series and just couldn't take anymore. It felt as though I'd watched dozens of episodes already, and then it hit me.....There's nothing new here! I've heard that joke on Seinfeld, I saw someone fall like that on friends, an episode of Happy Days had almost the same storyline, ect. None of the actors are interesting here either! Some were good on other shows (not here), and others are new to a profession they should have never entered. Avoid this stinker!","negative"
"The quintessential ""let's get ready for summer movie."" It's dumb, goofy, and maybe a touch dated, but my kids just saw it and they laughed as hard as I did when I first saw it. In the style of all ""little guys versus the establishment"" movies, so yes, the plot is very predictable, but it's warm and funny. And no, it's not Bill Murray at his Bill Murrayest, but he is starting to stretch out in what was his first starring role. Odd, though, to see how few of the ""fresh young faces"" in this film went on to do much more.","positive"
"A man in blackface lands in a spaceship and meets a girl who lives in some sort of shack with a monkey. He hooks her up with a telephone, and she teaches him how to Charleston. Then they fly off in the spaceship, leaving the monkey behind. Cringe-inducing blackface aside, this short film makes no sense. I think that's the plot, but I'm not sure by a long shot. You can't tell that this is Renoir at work, despite his characteristic humanism. Good use of slow-motion, though. Can be found on the NY Film Annex's series of Experimental Film videos, No. 18, I believe.","negative"
"The premise of this film is the only thing worthwhile. It is very poorly made but the idea was clever, if not entirely original. It's a shame the other aspects of the film weren't better. The acting is especially bad.","negative"
"Bad acting, bad lighting, bad plot!! This had the quality of a porno movie. I have seen more interesting home video of a boring wedding than this movie...it sucked big time!! Don't waste your time or money on this crap! It's amazing that they allow this kind of smut to even be released on video, it should be a crime!!","negative"
"Strange but acceptable mob comedy that has an undercover FBI agent (Matthew Modine) flirting with a mobster's concerned widow (Michelle Pfeffier) to tie two murders on a elusive mob boss (Dean Stockwell).<br /><br />The movie shows that it doesn't have to go over the top just to be funny and director Jonathan Demme (""The Silence of the Lambs"", ""Philadelphia"") keeps the movie from looking like it being was restrained. That's good and it avoids being predictiable, too.","positive"
"This movie is an idiotic attempt at some kind of action thriller. A tour bus on its way to Las Vegas is attacked by a group of white trash hijackers driving dune buggies. They drive them out into the desert and then steal all of their valuables. The plot changes constantly. One minute they are looking to kidnap a rich ranchers daughter, the next they are looking for a collectible stamp worth 90,000 dollars. The dialogue is horrible.<br /><br />Please don't watch this movie.","negative"
"This movie had a great ensemble of adult actors along with a cast of youthful actors that are going to be in movies for a long while if there is any justice. The directing and editing was great. I may look up the book that this was adapted from, it must have been great. (I liked it.) Sigourney Weaver, Jon Voight, and Tim Blake Nelson were a blast to watch! Henry Winkler and Nathan Davis were not seen enough, but were fun when they were onscreen. The kids at the camp couldn't have been better. (as I said, I liked it!)","positive"
"The best thing about this movie was, uh, well, I can't think of anything. This was bad. The script was especially bad. The technical concepts were bad. The ""suspenseful"" plot was bad. The dialog was bad. Avoid at all costs. Do not rent. Do not watch. You'll be sorry.","negative"
"Ignore everyone else's comments for this movie and watch it on pay cable (like I did) or rent it. You owe it to yourself. This film is what movies are (supposed to be) all about. Hard to categorize (and God knows how this was pitched as a ""high concept""!), but this is one for the angels. Check it out. What have you got to lose?","positive"
"In order to pull off a job like this caper in Rififi (e.g. The Score and its opines), one has to have nerves of steel. This one apparently demands and commands it. Jules Dassin is the master.<br /><br />I was on the edge of my seat throughout. It deserves to be better known, even though it was not at the time of its release in 1954, due, one supposes, to the director being blacklisted in the hypocritical Hollywood of its day.<br /><br />I would recommend this film to anyone who has not has the pleasure of seeing it.<br /><br />I cannot give it enough stars.","positive"
"I really enjoyed this movie. The script is fresh and unpredictable and the acting is outstanding.It is a down-to-earth movie with characters one cares about. It brought tears into my eyes a few times but left me with a great feeling afterwards.","positive"
"An update of the skits and jokes you would have seen on a Burlesque stage in the first half of the 20th Century. It's a string of several jokes acted out. Some of them you could tell your Grandmother, some of them not, but it's a fairly safe bet she's heard them all before. For what it tries to be, it's not too bad. Before you rent it, remember that it's an older style of entertainment and has more value as history than as comedy or titillation. Robin Williams has a couple of bits, but he's interchangeable with the other players.","negative"
"A very close and sharp discription of the bubbling and dynamic emotional world of specialy one 18year old guy, that makes his first experiences in his gay love to an other boy, during an vacation with a part of his family.<br /><br />I liked this film because of his extremly clear and surrogated storytelling , with all this ""Sound-close-ups"" and quiet moments wich had been full of intensive moods.<br /><br />","positive"
"Awesomely improbable and foolish potboiler that at least has some redeeming, crisp location photography, but it's too unbelievable to generate much in the way of tension. I was kinda hoping that Stanwyck wouldn't make it back in time because, really, she was saddled with the wet, in more ways than one, husband,and she had an idiot child as well..why NOT run off with Meeker? But the nagging question remains..what sort of wood was that pier support made of if a rotten piece of it pulled off didn't float? Stanwyck, always impeccably professional, does the best she could with the material but it's threadbare.","negative"
"This movie is scary at times, perhaps no more so than when a naked George Kennedy tells his hooker girlfriend he wants a little more sugar. Thankfully his nakedness is covered by a blanket, but the image is still more horrifying than anything you're likely to find in, for example, Schindler's List.<br /><br />The dialog in this film was inspiring; it inspired me to watch another movie. In one scene, when a stewardess remarks about male pilots, Kennedy asks, ""Why do you think it's called a 'cock' pit?"" Charming.<br /><br />And yes, contrary to what some have written, this film is very, very bad.","negative"
"I really can't say anything bad *or* good about this thing. Its characters are likable enough, it's capably produced and designed, and professional-looking (except for that cheesy monster suit). However, it has no originality, no ideas, and nothing you haven't seen in ALIEN, PREDATOR, ARMAGEDDON and/or OUTLAND. It's just another formula, cookie-cutter, ""grimy corporate drones in deep space versus unstoppable monster"" flick. Pretty much a waste of time.","negative"
"One of the more interesting films I've seen. Lord Montague is<br /><br />black, Lord Capulet is in charge of the porn industry that was<br /><br />handed down to him by Montague, not to mention the dismemberment of fingers, the squishing of heads, etc. etc. <br /><br />Another Troma hit, this beats the Toxic Avenger. This is by far my<br /><br />favorite Troma flick... And there's a priest who fights like Bruce Lee. Nothing can beat<br /><br />that. -Joefro","positive"
"I really hoped for the best with this one, but it just didn't happen. Financed at a very non-dutch manner and still looking great, with a style and pace that's very much like Hollywood. What I don't understand is how-with all these great benefits- the director,writer,producer still managed to make this film a completely horrible picture to watch. Filled with bad jokes, cheap nudity and actors that just can't really talk [act] in the english language. Kudo's for pulling it off, but what was this guy thinking!","negative"
"Another brilliant portrayal by Kiefer Sutherland who plays Mickey Hayden, a cop dealing with psychic visions of murdered victims. I absolutely love movies dealing with the psychic realm, and I wasn't disappointed with ""Eye of the Killer"" (AKA After Alice). I only wish the movie had been released theatrical first.","positive"
"I found my tape of this long forgotten 'show'. Besides the Theme song 'DISCO BEAVER FROM OUTER SPACE'. This show is barely watchable. You will be flipping through channels,just like the couple flipping through the TV channels. This is a parody of TV.<br /><br />The beaver is cool. The homosexual Dracula, the chick discussing her Peria experiences and the lady with the overly big lips discussing homosexuality show us everything that is wrong with TV. It is all BAD. Just like the beaver from outer space who seems to be lost in this new world, you will be too. *** out of *****","negative"
"My girlfriend picked this one; as a southern born and raised African American I found this movie's plot and premise totally without credibility. To believe that class and racial biases would be so easily and comfortably suspended would only come from someone totally unfamiliar with the ante-bellum south. Totally absurd !!! I wonder how they got a good actor like Harvey Keitel and a good actress like Andie McDowell (who being southern knows better) to participate in this crap","negative"
"This is the story of a guy who went up to see a comedy and it turned out to be a horror movie. The true story of a guy who's infatuated with pictures and got scared when he identified himself unexpectedly with one of them. The unbelievable story of A GUY who got scarier when the female-hero was deluding herself as well as the male-villain. Gosh, is this what life made us be? People deluding themselves about the perfect face imagining how that face should be perfect inside? ""Toto, I think we're not in Kansas anymore"".","positive"
"This movie will not be considered for an academy award, but if you enjoy a movie that doesn't take itself seriously and just wants the viewer to enjoy for ninety mins it is not a disappointment. You'll enjoy a send up of Darth Vader for the villain (the breather), a female Batman for the heroine (but much cuter with much less costume), and a running joke that involves cigarettes and the police captain that's very funny. Not by any means a great cinematic achievement. But if you enjoy campy fun it was worth a viewing. God help me, I liked it.","positive"
"Robert Altman's ""Quintet"" is a dreary, gloomy, hard to follow thriller where you finally give up after awhile because it's so complicated.<br /><br />I remember seeing this at my local twin on opening weekend with a full house. By the time the picture ended it was less than a quarter full. Never have I witnessed such a mass exodus without there being an emergency to drive people out. That should tell you how bad it is. I believe it to be the worst film ever made involving such major talent in front of and behind the camera.","negative"
"I and a friend rented this movie. We both found the movie soundtrack and production techniques to be lagging. The movie's plot appeared to drag on throughout with little surprise in the ending. We both agreed that the movie could have been compressed into roughly an hour giving it more suspense and moving plot.","negative"
"I thought that this was actually the best vampire movie that I've ever seen. I've seen a lot too. The effects were great, and the casting was brilliant. It was an all around good movie. The makeup and costumes were great too. I would recommend it, but not for kids. It's not a children's movie.","positive"
"These two men went thru hell and beyond and have produced the movie that conveys the terror that many did not survive. This is definitely a movie about survival, but not without it's touching moments.<br /><br />The finest piece of work I have seen documenting the 9/11/01 tragedy of New York City.","positive"
"***SPOILERS*** ***SPOILERS*** It's easy to see why the script for this film won an Oscar. At least during the first half. My head was spinning from all of the snappy lines whizzing by. Noel Coward plays a New York publisher (`Why don't you publish books that you like?' - `What? And corrupt the public?') who charms and manipulates his many hangers-on. Then he dies in a plane crash and the story turns into a bizarre Flying Dutchman take-off in which Coward must find someone who truly mourns him before his soul can rest in peace. Very enjoyable until it gets bizarre. Viewed at Cinefest in Syracuse in March 2003.","positive"
"I went to see Antone Fisher not knowing what to expect and was most pleasantly surprised. The acting job by Derek Luke was outstanding and the story line was excellent. Of course Denzel Washington did his usual fine job of acting as well as directing. It makes you realized that people with mental problems CAN be helped and this movie is a perfect example of this. Don't miss this one.","positive"
"This movie has beautiful scenery. Unfortunately it has no plot. In order to have a plot there must be a conflict. This movie had none. It spent two hours painting a beautiful scene and failed to ever place any activity in it. The picture tries to be artistic but fails to pay attentions to the fundamentals of story telling.<br /><br />If you love Montana scenery and fly fishing you will find some value in this film just don't expect a story. There isn't one.","negative"
"A dull stroll through the banalities of Mormon prosthelatizing. Utterly un-funny. A testament to the widely held theory, that in order for bathroom humor to be funny, it must necessarily be vulgar; it also bolsters the claim that a close relationship with Jesus makes you not funny. More propaganda than film, don't worry about any touchy social issues coming up at the dinner table after this one. The saving grace of this movie is its accurate portrayal of young Mormon females as particularly attractive. Oh well, its your $7.50.","negative"
"Istanbul is a big , crowded city between Europe and Asia.Too many types of people living together there for hundred years.In this documentary movie you can see how music can give description about the culture of the owner race.<br /><br />You would be able to hear too many types of music including rock , hip-hop , arabesque , alternative and more. Some of the musicians are famous in Turkey , some of them are famous also in Europe. The rest are just street musicians. Their music tell viewers , different faces of a city. <br /><br />Impressive !","positive"
"This movie stunk. There is not much more to it. The final fight looked like Walker taking on my grandmother, not some supernatural demon with the strength of ten men. I found the commercials more interesting. The plot twists and jokes could be seen coming a mile away. The only redeeming quality of this film was that it ended. Avoid this at all costs...unless you enjoy bad Chuck Norris movies.","negative"
"Moonwalker is such a great movie, from start to finish you cant take your eyes away. i love all the clips of Michael singing and dancing and I just love the 'studio tour' bit...soo funny :) And the 'mini movie' is to cool, with all the special FX etc...Michael is a genius and always will be!!!","positive"
"It is a great movie if you have ever named your cars or are really into old, fast, or exotic cars. It has a plot and a lot of action. The car scenes are great except for the totally fake car jump scene. All of the other scenes are great. I really enjoyed it and I hope everyone else does as well.","positive"
"Is there any question that Jeffrey Combs is one of the true horror greats? This movie seriously doesn't suck and is sort of funny... Watching a young Combs at work is great but I wish he had had more lines. Look out for Beyond Re-Animator. It's going to kick some azz.","positive"
"This movie was, of the 67 of 71 best pictures I have seen, by far the worst. First of all, I found the plot line somewhat absurd - the absent husband for 25 years/ still in love/ not even a letter! Give me a break. And why was the guy who was absent for so long coincidentally working on an oil rig next door to the congress-woman's party? This film also exhibited some of the worst stereotyping of African-Americans that I have ever seen. It makes Gone With the Wind (see Prissy) look downright progressive! I have scarcely seen a movie that I disliked this much. UGH!","negative"
"In all this dogma fuzz, please note that this is the Danish masterpiece of the 20th century. The humour, the fate, the sorrow is so clean - so simple - so touching.<br /><br />This movie is a masterpiece. Go see it. There's nothing more to say.","positive"
"Oh, those Italians! Assuming that movies about aristocrats with weird fetishes, castles drowned in gothic atmosphere, and back-stabbing relatives trying to get their hands on an inheritance are inherently interesting to all! If you've seen one film of this type, you've basically seen them all (the MST3K favorite ""Screaming Skull"" fits the mold, too)...and ""The Night Evelyn Came Out of the Grave"" is formulaic, by-the-numbers, and dull as hell. Even the luscious Erika Blanc is put to waste here.<br /><br />zero/10<br /><br />","negative"
"Stan as a bullfighter, and a good one, is quite a surprise. Usually overshadowed by Oliver Hardy, this silent short allows him to take the lead, and the limelight.<br /><br />One can only draw the conclusion that his character ""Rhubarb Vaselino"" was a parody of the many Rudolph Valentino movies of this era.<br /><br />Be prepared to laugh yourself silly at some of the dialog, and keep an eye on the special effects.<br /><br />I viewed this on DVD in a Vol.1 & 2 collection.","positive"
"Believe it or not, this was at one time the worst movie I had ever seen. Since that time, I have seen many more movies that are worse (how is it possible??) Therefore, to be fair, I had to give this movie a 2 out of 10. But it was a tough call.","negative"
"A touching movie about a talented woman who struggles with a society and a love that structurally underestimate her. The issues are subtly addressed and timeless, as many of the depicted difficulties between man and woman still exist in Dutch society today. This movie is a tribute to all modern women without dwelling on feminism. Not only the story is well told, the acting and the scenery are great as well.","positive"
"A simple comment...<br /><br />What can I say... this is a wonderful film that I can watch over and over. It is definitely one of the top ten comedies made. With a great cast, Jack Lemmon and Walter Matthau wording a perfect script by Neil Simon, based on his play.<br /><br />It is real to life situation done perfectly. If you have digital cable, one gets the menu on bottom of screen to give what is on. It usually gives this film ***% stars but in reality it deserves **** stars. If you really watch this film, one can tell that it will be as funny and fresh a hundred years from now.","positive"
"How to summarize this film ? it is simply impossible. Why you should see it ? maybe for the story, very probably for the actors (Giorgio, Catherine...), above all for the universe and the poetry. This is a tale. Sad, sometimes dark, but a tale. I LOVE this film !!!! Just waiting for the DVD !! Thank you mister Boutonnat.","positive"
"Anyone that has see Tammuz's Child Eaters knows that this is a director that can do better. Let's hope it was not a case of too many hands in the pot (Telefilm anyone?)and that is was a case of second feature jitters. The characters are one dimensional and over used. The scenery is terrific however and showcases the Pacific Northwest beautifully.<br /><br />The cinematography is great. Shot almost entirely outside, the images are crisp and beautiful. You can almost smell the wind blowing through the leaves.<br /><br />Technically this movie is as sound as they come - it just lacks a heart.","negative"
"Although it can be VERY tedious at times, this movie is really not all that bad. The acting is fairly well done, if stereotypical, and the production values are pretty high considering some of the Sci-Fi movies that were to come later in the decade.<br /><br />My biggest problem with this film are some of the very outdated characterizations in it. There's the guy from Texas, the ""professional"" scientist, and worst of all the woman scientist who finally realizes her womanhood. For a film seeking to make a statement about mankind, it loses some of it's impact by reducing its characters through sexist stereotypes.","negative"
"Based on a Stephen King novel, NEEDFUL THINGS provides the intrigue and eeriness to keep you in your seat. A mysterious man(Max von Sydow) comes to town and soon becomes the most talked about citizen. Could it be that the devil himself has set up shop as an antique dealer in a small town in Maine? von Sydow is masterful and dynamic in this role that dominates the screen. Also starring are Ed Harris and Bonnie Bedelia. Harris is steady and Bedelia is deserving of your attention. Also in support are J.T. Walsh and Amanda Plummer. Not the best, nor the worst adaptation of King's horror on the screen.","negative"
"This movie was very good. I really enjoyed it. Tom McCamus' performance was excellent and very believable as the consumptive son Edmund. I also enjoyed the set design (house) and the costumes.","positive"
"The plot was not good.<br /><br />The special effects weren't.<br /><br />The acting was... not very good at all.<br /><br />Like others, I felt there were numerous holes in the plot that you could fly, well, a space shuttle through.<br /><br />I thought the ending was rather unbelievable.<br /><br />By the way guys, about the ""blow torch in space"".<br /><br />Blow torches have their own supply of oxygen (Hence the name ""Oxy-Acetylene torch""). Two hoses run from the torch: One to an acetylene bottle and one to an oxygen bottle.<br /><br />So a ""blow torch"" would work just fine in space.","negative"
"A brilliant professor and his sidekick journey to the center of the earth in a huge machine which screws its way to the core. There, naturally, they find all kinds of things that are intent on killing and eating them. Plus, of course, a love interest for the young sidekick. Ho hum, does the plot never take a different tack?","negative"
"I think it's a great movie!! It's fun, maybe a little unrealistic, but fun and dramatic!! I would like to see it again, if they were showing it in TV!! Just 1 question: Are we still talking about the same movie???","negative"
"This is a bit of a first for me, the first time I have ever been disappointed in a Tim Burton film. POTA isn't a bad film (great sets, costumes and the odd great performance) but it could have been made by any off-the-shelf hollywood director. The pacing was very odd, the last third was just spent waiting for the film to end, by myself and the cast. Tim Roth was excellent, probably the only pleasure in the film. Come back Tim.","negative"
"Following a car accident, a mad scientist(Jason Evers) keeps the head of his fiancee(Virgina Leith)alive. He then goes on the prowl looking for the perfect body to make her whole again. Pretty lame all the way around, nothing redeeming here. Also in the cast are: Leslie Daniels, Bonnie Sharie and Bruce Brighton. Someone should have helped put this one out of its misery. Let it die.","negative"
"The scriptwriters, directors, and actors have lost sight of the cornerstone of a good story - the concept of suspension of disbelief. In Volcano, the concept goes up in smoke almost as quickly as the city. Contrary to earlier commentators, I much preferred Dantes Peak amongst the 97 vintage of volcano movies.","negative"
"Creative use of modern and mystical elements: 1956 Cadillac convertible to transport evil stepmother Kathleen Turner (John Waters' ""Serial Mom"") and the 2 twisted sisters; Queen Mab as the faerie godmother; David Warner (Evil in ""Time Bandits"") in redcoat at court; Cinderella (she's a babe) shovelling coal into an insatiable furnace; Cinderella and her prince charming both look like (and act like) rock stars. Isle of Man locations.","positive"
"This movie attempts many things but never really accomplishes anything, the plot time travels, meanders and weaves along without really satisfying. It left a hollow , ""is that all"" feeling at the end. Unless its free to air and there is nothing else on, forget about it.","negative"
"The Great Ecstasy of Robert Carmichael is bad film in every way. The script, the dreary pace, the lack of depth in any character, the pointless sub-plots, the dreadful acting, the needless climax all make this possibly the worst film I've ever seen. I found nothing likable, enjoyable or intellectually stimulating in any way.<br /><br />I imagine the film makers thought they were making something clever and dark, with its moody lighting, long protracted silences and vaguely haunting classical soundtrack. If so, they failed utterly. It just bored me, and I wish I had never watched it.<br /><br />Avoid at all costs.","negative"
"I was thrilled to watch this movie expecting it to be the sequel to the cult classic ""Private Lessons"" which portrays the dream of any male teenager.<br /><br />""Private Lessons II"" has NOTHING to do with the title I mention. It's just a regular soft-core Cinemax flick that won't make a change in your life. There's just one hot sex scene in a rooftop but that's it. I watched this a long time ago but believe me, this is just a regular boring soft core flick.<br /><br />The women are hot but that's not enough to rent or buy the movie. My advice is to watch this only if it airs on cable.","negative"
"Reading the book I felt once again drawn into Castle Rock (Needful Things being the final part of the Rock trilogy), and the plot was a variant on the ""demon comes to small redneck village"" type story King likes to tell. The characters were all described in loving detail, and it made both a good psychological and gory horror. The film on the other hand is awful. Gone are the character interactions and clever plot, and replaced by a story that tries to be exciting but misses by a mile. If you haven't read the book then you might enjoy this, else avoid at all costs, as with most films of King's books.","negative"
"Joel Schumaker directs the script he co-wrote and has a group of Georgetown grads confronted with adult life situations. The story line is a scrambled mess, but some scenes are actually good. There is a lot of wasted talent and time here. The cast is more impressive than the movie. Featured are Demi Moore, Rob Lowe, Judd Nelson, Andrew McCarthy, Emilio Estevez, Ally Sheedy and Mare Winningham. The most notable being McCarthy and Moore. Lowe is quite obnoxious. Coming of age is not so damn easy.","negative"
"This movie was so weak that it couldn't even come up with good cliches to rip off. I love horror movies and will see practically anything, but if I had it to do over again I would have skipped this one entirely. You may think that I'm exaggerating, but I challenge anyone to find anything even remotely satisfying or interesting about this piece of garbage. Not scary, not funny, not curious, not worth it.","negative"
"A touching movie. It is full of emotions and wonderful acting. I could have sat through it a second time.","positive"
"This film is advertised as a clever romantic comedy. It is neither clever nor romantic and it is definitely not an effective comedy. The fortunes of the well meaning yet pathetic character, ""Tom"", oscillate from one extremely embarrassing disaster to another. The only saving graces are the competent performance by Toni Collete and the frequency with which we glimpse Paltrow's pleasant face. Overall, to be avoided!","negative"
"Why do they keep making trash like this? because it makes money that's why. Eraser is not so much a film but a string of action set pieces strung together. It's well filmed but predictable and it's all been done before, only better. This is basically a Nineties version of 'Commando'.","negative"
"The worst movie I have seen in a while. Yeah its fun to fantasize, but if that is what you are looking for, I suggest you see Brewsters Millions. This was just terrible and corny and terrible at being corny. Unless you are five or like terrible movies, don't see this one.","negative"
"Hi folks<br /><br />Forget about that movie. John C. should be ashamed that he appears as executive producer in the credits. bon jovi has never been and will never be an actor and the FX are a joke.<br /><br />The first vampires was good ... and it was the only vampires. This thing here just wears the same name.<br /><br />Just a waste of time thinks ...<br /><br />JAKE Scorpio","negative"
"Hilarious, Sellers at his funniest ... a shame you can't get this on video, or even see it on TV anymore ... I'd love to get a good copy somewhere. Maybe it's tied up in court on some legal issue, but a truly riotous hospital farce with Sellers as crooked administrator.","positive"
"There's an inexhaustible hunger for ""basic training"" movies, so it's surprising that this one got so little notice when first released. Looks likely to have a well-deserved second life on DVD/VHS.<br /><br />Tigerland isn't uniformly great by any means, there are some terribly cliched characters (especially the portrayal of the NCO's, makes you long for the return of Lee 'Full Metal Jacket' Ermey) but the lead performance of Colin Farrell is the stuff of instant stardom. Charisma to burn and a role any actor would kill to get.","positive"
